customer_id,first_name,last_name,street,city,state,zip,phone,email,customer_since,segment,lifetime_value
100195,James,Ramirez,7589 Maryland Way,Paradise,NV,89109,702-555-5696,james.ramirez28@yahoo.com,2016-07-02,Consumer,8490
100196,Kevin,Watson,2452 Gibson Pkwy,Las Vegas,NV,89119,702-555-7265,kevin.watson16@gmail.com,2018-06-22,SMB,32230
100197,Linda,Ford,6956 Rainbow St,Las Vegas,NV,89117,702-555-5559,linda.ford98@icloud.com,2022-04-29,SMB,35536
100198,Angela,Simmons,916 Canyon Ave,Las Vegas,NV,89101,702-555-6566,angela.simmons42@gmail.com,2015-03-22,SMB,50828
100199,Fatima,Anderson,1152 Grand Rd,Las Vegas,NV,89101,725-555-1397,fatima.anderson56@hotmail.com,2018-12-15,Enterprise,59425
100200,Emily,Long,5419 Buffalo Way,Paradise,NV,89109,725-555-8244,emily.long59@icloud.com,2023-10-03,SMB,13076
100201,Andrew,Ross,5733 Maryland Ct,Henderson,NV,89052,702-555-3874,andrew.ross82@gmail.com,2020-09-08,SMB,59743
100202,Debra,Brown,5900 Diamond Ct,North Las Vegas,NV,89031,725-555-1012,debra.brown15@yahoo.com,2020-09-25,SMB,37065
100203,Nancy,Wood,3400 Cactus Ct,Paradise,NV,89109,702-555-7328,nancy.wood58@hotmail.com,2022-03-13,Consumer,41507
100204,Christopher,Fisher,6349 Lamb Ct,Paradise,NV,89109,725-555-3329,christopher.fisher98@hotmail.com,2016-04-27,Consumer,22970
100205,Matthew,Ellis,2451 Flamingo Pkwy,Henderson,NV,89052,725-555-5053,matthew.ellis51@yahoo.com,2017-09-12,SMB,57846
100206,Diane,Johnson,7640 Sandhill Ln,Henderson,NV,89052,702-555-4721,diane.johnson48@hotmail.com,2021-10-12,Consumer,17603
100207,Thomas,Carter,3441 Carey Way,Las Vegas,NV,89101,725-555-6291,thomas.carter10@gmail.com,2024-05-25,Enterprise,36508
100208,Margaret,Jordan,9687 Sunset Way,Las Vegas,NV,89119,702-555-2841,margaret.jordan98@yahoo.com,2019-02-07,SMB,4636
100209,Grace,Roberts,3024 Cheyenne Dr,Las Vegas,NV,89117,702-555-9329,grace.roberts8@hotmail.com,2024-08-23,Consumer,28246
100210,Brandon,Taylor,8441 Ann St,Las Vegas,NV,89119,702-555-1657,brandon.taylor36@icloud.com,2024-04-01,Consumer,13458
100211,John,Wood,2960 Charleston Ave,Las Vegas,NV,89101,725-555-5693,john.wood32@outlook.com,2024-10-12,Consumer,18777
100212,Andrew,Herrera,7887 Warm Dr,North Las Vegas,NV,89031,702-555-9858,andrew.herrera58@outlook.com,2021-09-30,Consumer,54406
100213,Grace,Hughes,7676 Diamond Ave,Las Vegas,NV,89101,725-555-2602,grace.hughes48@yahoo.com,2023-08-30,Enterprise,25136
100214,Wei,Peterson,6713 Warm Ave,Henderson,NV,89011,725-555-2399,wei.peterson58@yahoo.com,2016-08-25,SMB,27560
100215,Melissa,Stevens,1252 Bonanza Ln,Summerlin,NV,89135,725-555-4082,melissa.stevens27@outlook.com,2023-08-22,Consumer,21759
100216,Juan,Patel,1080 Nellis St,Henderson,NV,89011,702-555-6141,juan.patel2@outlook.com,2024-11-30,Enterprise,14877
100217,Jose,Medina,1207 Mojave Blvd,Las Vegas,NV,89117,725-555-3032,jose.medina60@gmail.com,2021-10-02,Consumer,23394
100218,Kenneth,Garcia,9310 Craig Rd,Henderson,NV,89052,725-555-1979,kenneth.garcia38@yahoo.com,2016-11-12,Enterprise,42551
100219,Katherine,Rogers,826 Durango Ave,Summerlin,NV,89135,725-555-7819,katherine.rogers39@hotmail.com,2024-12-11,Consumer,1280
100220,Shirley,Peterson,1901 Sahara Ave,Summerlin,NV,89135,702-555-3400,shirley.peterson81@outlook.com,2019-04-30,Enterprise,2986
100221,Pamela,Hill,8917 Craig Pkwy,Paradise,NV,89109,725-555-9429,pamela.hill11@icloud.com,2016-03-09,SMB,11008
100222,Joseph,Ramos,5120 Durango Pkwy,Las Vegas,NV,89117,725-555-6502,joseph.ramos78@outlook.com,2018-09-29,Enterprise,48960
100223,Ryan,Herrera,255 Cactus Pkwy,Henderson,NV,89011,725-555-5847,ryan.herrera93@gmail.com,2016-11-11,Enterprise,44543
100224,Benjamin,Hughes,7380 Cactus Ln,Las Vegas,NV,89119,702-555-6312,benjamin.hughes36@hotmail.com,2015-10-17,Consumer,12131
100225,Grace,Gray,6193 Gibson Blvd,Henderson,NV,89052,702-555-3234,grace.gray19@icloud.com,2020-03-21,Enterprise,33863
100226,Kyle,Ramos,583 Flamingo Ln,Las Vegas,NV,89119,725-555-8746,kyle.ramos72@outlook.com,2015-05-14,SMB,13158
100227,Janet,Adams,8876 Alta Pkwy,Las Vegas,NV,89101,725-555-4011,janet.adams2@outlook.com,2024-09-19,Consumer,36456
100228,Alexander,Perez,7259 Carey St,Summerlin,NV,89135,725-555-1605,alexander.perez12@icloud.com,2022-08-23,Consumer,11140
100229,Sandra,Tran,2142 Lamb Pkwy,Henderson,NV,89011,702-555-1787,sandra.tran15@icloud.com,2018-06-18,Consumer,52206
100230,Priya,Robinson,8496 Blue St,Las Vegas,NV,89119,725-555-1569,priya.robinson59@outlook.com,2016-11-30,Consumer,40812
100231,Edward,Butler,5746 Nellis Way,Henderson,NV,89052,725-555-8989,edward.butler61@outlook.com,2024-09-25,Consumer,45439
100232,Barbara,Parker,4703 Mojave Way,Las Vegas,NV,89101,702-555-6892,barbara.parker45@gmail.com,2022-03-09,Consumer,29070
100233,Isabella,Thomas,1333 Buffalo Pkwy,Paradise,NV,89109,725-555-9839,isabella.thomas97@yahoo.com,2020-03-12,Consumer,49186
100234,William,Cruz,277 Jones Way,Henderson,NV,89011,702-555-1399,william.cruz33@hotmail.com,2018-09-02,SMB,54719
100235,Andrew,Aguilar,1829 Decatur Rd,Henderson,NV,89011,702-555-7038,andrew.aguilar91@icloud.com,2020-04-21,Enterprise,47690
100236,Margaret,Richardson,3422 Stephanie Ave,Las Vegas,NV,89101,725-555-6317,margaret.richardson29@icloud.com,2020-01-27,Consumer,37324
100237,Andrew,Davis,2495 Craig Rd,Las Vegas,NV,89119,702-555-7543,andrew.davis31@gmail.com,2020-11-16,Consumer,38910
100238,Melissa,Brown,1392 Buffalo Ave,Las Vegas,NV,89101,725-555-7558,melissa.brown65@hotmail.com,2016-01-04,Consumer,51937
100239,Benjamin,Morgan,4585 Durango Ct,Henderson,NV,89011,702-555-2194,benjamin.morgan2@yahoo.com,2019-05-15,Enterprise,58244
100240,Eric,Martinez,4693 Rainbow Way,North Las Vegas,NV,89031,702-555-5998,eric.martinez47@yahoo.com,2023-06-05,SMB,46423
100241,Cynthia,Fernandez,896 Buffalo Blvd,North Las Vegas,NV,89031,725-555-7716,cynthia.fernandez85@hotmail.com,2019-06-07,Consumer,20120
100242,Jacob,Robinson,2197 Bonanza Ct,Henderson,NV,89052,725-555-9199,jacob.robinson97@yahoo.com,2018-11-15,SMB,9673
100243,Omar,Moore,2114 Tropicana Ave,Las Vegas,NV,89101,725-555-9755,omar.moore47@icloud.com,2019-01-11,SMB,4888
100244,Joseph,Williams,1170 Silverado Dr,Henderson,NV,89052,725-555-5968,joseph.williams22@outlook.com,2018-06-23,Consumer,33299
100245,Eric,Clark,2936 Jones Rd,Las Vegas,NV,89117,725-555-6642,eric.clark13@hotmail.com,2020-07-21,Consumer,17232
100246,Robert,Rivera,8981 Nellis Dr,Paradise,NV,89109,702-555-4713,robert.rivera34@gmail.com,2019-07-31,SMB,21891
100247,Michael,Thomas,5148 Alta Pkwy,Las Vegas,NV,89119,702-555-5846,michael.thomas1@hotmail.com,2015-11-01,SMB,16409
100248,Isabella,Murray,1295 Flamingo Rd,Paradise,NV,89109,702-555-9190,isabella.murray79@hotmail.com,2019-06-13,Consumer,31075
100249,James,Vasquez,1361 Washington Blvd,Las Vegas,NV,89119,725-555-7365,james.vasquez34@icloud.com,2020-02-11,Enterprise,12081
100250,Morgan,Powell,8021 Carey Way,Paradise,NV,89109,725-555-7687,morgan.powell54@yahoo.com,2018-04-07,Consumer,24315
100251,Frank,Simmons,3556 Rainbow Ct,Summerlin,NV,89135,725-555-6000,frank.simmons17@hotmail.com,2021-01-07,Consumer,39878
100252,Jordan,Wilson,776 Lamb Dr,Paradise,NV,89109,725-555-5516,jordan.wilson50@hotmail.com,2021-02-11,Consumer,17178
100253,Scott,Gonzales,8888 Canyon St,Summerlin,NV,89135,725-555-4504,scott.gonzales20@yahoo.com,2021-05-11,SMB,5260
100254,Dorothy,Ramirez,984 Apache Dr,Henderson,NV,89052,702-555-4949,dorothy.ramirez33@yahoo.com,2024-04-04,Enterprise,49902
100255,Emily,Patterson,3835 Charleston Rd,North Las Vegas,NV,89031,702-555-7948,emily.patterson10@gmail.com,2015-04-10,Consumer,3251
100256,Andrew,Henderson,414 Grand St,Las Vegas,NV,89119,702-555-1398,andrew.henderson60@outlook.com,2024-08-20,Consumer,28087
100257,Sharon,Tran,8245 Centennial St,Paradise,NV,89109,702-555-7403,sharon.tran89@outlook.com,2015-03-04,Enterprise,51793
100258,Anna,Cruz,6522 Charleston Ct,Henderson,NV,89052,702-555-7395,anna.cruz10@outlook.com,2022-03-07,Enterprise,55049
100259,Carolyn,Tran,7718 Flamingo St,Henderson,NV,89011,702-555-5109,carolyn.tran35@icloud.com,2018-09-13,Consumer,46909
100260,Donald,Allen,3967 Blue Dr,Henderson,NV,89052,725-555-8148,donald.allen31@outlook.com,2022-07-14,Consumer,19825
100261,Ashley,Reyes,4245 Sahara St,Henderson,NV,89052,702-555-9007,ashley.reyes62@gmail.com,2020-05-19,Consumer,19225
100262,Emma,Russell,5280 Centennial St,Summerlin,NV,89135,702-555-3898,emma.russell44@outlook.com,2023-10-21,SMB,24182
100263,Deborah,Brooks,8099 Blue Ln,Summerlin,NV,89135,702-555-6037,deborah.brooks80@icloud.com,2023-08-26,SMB,21639
100264,Stephanie,Myers,9307 Craig Rd,Summerlin,NV,89135,702-555-5556,stephanie.myers78@yahoo.com,2015-01-25,Consumer,32979
100265,Omar,Rogers,1708 Losee Ln,Henderson,NV,89052,702-555-7402,omar.rogers22@yahoo.com,2024-02-17,Consumer,13332
100266,David,Webb,2135 Maryland Dr,Henderson,NV,89011,702-555-3105,david.webb21@hotmail.com,2022-05-07,Enterprise,14119
100267,Diego,Green,3872 Rainbow Ave,Henderson,NV,89052,702-555-2754,diego.green11@yahoo.com,2019-09-10,SMB,14449
100268,Susan,Cole,3771 Alta Ln,North Las Vegas,NV,89031,725-555-1817,susan.cole15@yahoo.com,2020-10-15,Enterprise,10757
100269,Sharon,Moore,5072 Gibson Pkwy,Las Vegas,NV,89117,725-555-5356,sharon.moore96@gmail.com,2018-12-07,Consumer,7228
100270,Ethan,Miller,4250 Fort Dr,Las Vegas,NV,89101,702-555-4571,ethan.miller62@hotmail.com,2018-07-08,Consumer,54828
100271,Brian,Cox,9659 Warm Ct,Las Vegas,NV,89117,725-555-5072,brian.cox50@icloud.com,2024-04-21,Consumer,27777
100272,Samantha,Morales,3907 Mojave Blvd,North Las Vegas,NV,89031,702-555-9266,samantha.morales68@outlook.com,2022-01-09,Consumer,2349
100273,Juan,Ellis,1926 Jones Dr,Henderson,NV,89052,702-555-5642,juan.ellis9@hotmail.com,2019-08-21,Consumer,4401
100274,Janet,Crawford,2831 Russell Way,Las Vegas,NV,89117,702-555-9667,janet.crawford11@outlook.com,2023-09-02,Consumer,34351
100275,Jerry,Sanders,5416 Ann Blvd,Las Vegas,NV,89119,725-555-4954,jerry.sanders62@hotmail.com,2020-03-08,Consumer,56879
100276,Aisha,Aguilar,8773 Carey Dr,North Las Vegas,NV,89031,702-555-6525,aisha.aguilar66@hotmail.com,2019-12-16,SMB,14521
100277,Nicole,Wright,6789 Springs St,Las Vegas,NV,89117,702-555-4534,nicole.wright81@yahoo.com,2024-04-12,Consumer,50172
100278,Nancy,Sanchez,5021 Maryland St,Las Vegas,NV,89117,702-555-7059,nancy.sanchez37@gmail.com,2016-03-26,Consumer,59691
100279,Patrick,Reyes,2663 Mojave Ln,North Las Vegas,NV,89031,702-555-4651,patrick.reyes54@yahoo.com,2021-06-28,Consumer,43861
100280,Douglas,Coleman,7461 Windmill Ln,North Las Vegas,NV,89031,725-555-8158,douglas.coleman89@yahoo.com,2021-11-18,Consumer,24472
100281,Peter,Nelson,6704 Nellis St,North Las Vegas,NV,89031,725-555-9171,peter.nelson24@yahoo.com,2018-09-10,Consumer,52056
100282,Pamela,Jordan,2109 Hualapai Ln,Paradise,NV,89109,725-555-1999,pamela.jordan9@outlook.com,2024-09-08,Consumer,5199
100283,Kimberly,Chavez,3241 Alta Rd,Summerlin,NV,89135,702-555-5426,kimberly.chavez23@gmail.com,2016-02-14,SMB,14838
100284,Omar,Patterson,1697 Cactus Ln,Henderson,NV,89052,725-555-7977,omar.patterson65@outlook.com,2019-03-03,Consumer,26379
100285,Scott,Richardson,7183 Apache Dr,Paradise,NV,89109,725-555-9062,scott.richardson91@hotmail.com,2019-07-11,Enterprise,45312
100286,Diego,Nelson,726 Maryland Ave,Henderson,NV,89052,725-555-8180,diego.nelson69@hotmail.com,2018-04-27,Consumer,5323
100287,Robert,Guzman,1695 Windmill Rd,Henderson,NV,89011,702-555-1555,robert.guzman16@hotmail.com,2016-08-26,Consumer,29857
100288,Justin,Cox,4453 Fort Blvd,Las Vegas,NV,89119,725-555-5443,justin.cox66@gmail.com,2015-10-13,Consumer,34604
100289,Richard,Alvarez,7095 Apache Blvd,Las Vegas,NV,89117,725-555-4303,richard.alvarez74@hotmail.com,2021-12-24,Consumer,33000
100290,Donald,Ramos,6884 Ann Pkwy,Las Vegas,NV,89119,702-555-8349,donald.ramos58@hotmail.com,2019-04-14,Consumer,58654
100291,Jerry,Robinson,2145 Cheyenne St,Summerlin,NV,89135,725-555-9589,jerry.robinson44@yahoo.com,2017-07-01,Consumer,40015
100292,Benjamin,Woods,6729 Torrey Ln,Paradise,NV,89109,702-555-7088,benjamin.woods47@icloud.com,2017-03-04,Consumer,919
100293,Kathleen,Carter,1982 Sandhill Ln,Henderson,NV,89052,725-555-2137,kathleen.carter80@hotmail.com,2017-05-27,SMB,33562
100294,Omar,Smith,6697 Rampart Ct,Las Vegas,NV,89117,702-555-1570,omar.smith1@gmail.com,2015-10-02,Consumer,27839
100295,Christine,Davis,4744 Apache Ct,North Las Vegas,NV,89031,702-555-8882,christine.davis57@outlook.com,2020-10-06,Consumer,55487
100296,Carl,Allen,2535 Rampart Blvd,Las Vegas,NV,89101,725-555-7241,carl.allen4@outlook.com,2023-03-09,SMB,36379
100297,Katherine,Parker,5452 Boulder Ln,Las Vegas,NV,89101,702-555-6514,katherine.parker11@yahoo.com,2019-12-25,SMB,44839
100298,Sarah,Wright,5548 Alta Way,North Las Vegas,NV,89031,725-555-5158,sarah.wright80@outlook.com,2020-11-01,SMB,14240
100299,Sofia,Reed,3613 Stephanie St,North Las Vegas,NV,89031,725-555-6504,sofia.reed30@yahoo.com,2021-11-30,Enterprise,633
100300,Carolyn,Jackson,5002 Springs St,Las Vegas,NV,89119,702-555-4731,carolyn.jackson91@outlook.com,2024-06-05,Enterprise,34957
100301,Aisha,Edwards,9771 Bonanza St,Paradise,NV,89109,725-555-2201,aisha.edwards60@gmail.com,2022-11-28,Consumer,39901
100302,Jennifer,Richardson,6455 Apache Ave,Las Vegas,NV,89117,725-555-1312,jennifer.richardson20@hotmail.com,2020-12-27,Consumer,33779
100303,Omar,Patel,9158 Sunset Way,Summerlin,NV,89135,702-555-3183,omar.patel41@icloud.com,2021-11-23,Consumer,30020
100304,Kimberly,Henderson,2623 Cheyenne Ct,Paradise,NV,89109,702-555-4987,kimberly.henderson2@hotmail.com,2020-02-07,SMB,46291
100305,Debra,Ford,709 Hualapai St,Henderson,NV,89011,702-555-9523,debra.ford94@hotmail.com,2023-07-12,Consumer,21509
100306,Morgan,Allen,5755 Jones Dr,Paradise,NV,89109,702-555-4431,morgan.allen67@yahoo.com,2018-05-07,Consumer,33627
100307,Sarah,Castillo,8510 Buffalo Pkwy,North Las Vegas,NV,89031,725-555-4023,sarah.castillo76@outlook.com,2023-07-24,SMB,26301
100308,Gregory,Scott,1999 Ann Blvd,Henderson,NV,89052,725-555-4307,gregory.scott20@gmail.com,2023-09-05,Consumer,19946
100309,Larry,Aguilar,7878 Silverado Blvd,Henderson,NV,89011,725-555-3397,larry.aguilar51@yahoo.com,2019-06-02,Consumer,28695
100310,Amy,Castillo,2236 Hualapai St,Henderson,NV,89011,702-555-8128,amy.castillo35@icloud.com,2016-12-24,Consumer,38789
100311,Ronald,Lee,4045 Flamingo St,Henderson,NV,89011,702-555-4599,ronald.lee41@yahoo.com,2020-04-30,Consumer,43617
100312,Robert,Tucker,3664 Maryland Blvd,North Las Vegas,NV,89031,702-555-5641,robert.tucker74@outlook.com,2015-12-18,Consumer,56459
100313,Raymond,Griffin,7652 Decatur Blvd,Paradise,NV,89109,725-555-7610,raymond.griffin89@hotmail.com,2017-11-04,Consumer,52697
100314,Zachary,Medina,3711 Owens Blvd,Henderson,NV,89011,725-555-5459,zachary.medina88@gmail.com,2024-06-22,Enterprise,22685
100315,Angela,Fernandez,8816 Hualapai St,Las Vegas,NV,89117,702-555-9751,angela.fernandez72@yahoo.com,2023-05-20,Consumer,16378
100316,Melissa,Harrison,1703 Buffalo Blvd,Paradise,NV,89109,725-555-6814,melissa.harrison89@gmail.com,2016-05-31,Enterprise,44486
100317,Michelle,Webb,3356 Canyon Way,North Las Vegas,NV,89031,702-555-9435,michelle.webb11@yahoo.com,2020-10-30,Consumer,13051
100318,Roger,Reynolds,4319 Mojave Rd,Las Vegas,NV,89119,702-555-5852,roger.reynolds87@outlook.com,2019-07-01,SMB,40801
100319,Frank,Davis,2113 Rainbow St,Las Vegas,NV,89117,725-555-4265,frank.davis79@gmail.com,2020-02-19,Consumer,59124
100320,Samuel,Brooks,5339 Sandhill Ln,Paradise,NV,89109,725-555-4497,samuel.brooks60@icloud.com,2019-12-25,SMB,49365
100321,Joseph,White,1502 Russell Way,Las Vegas,NV,89117,725-555-9493,joseph.white52@outlook.com,2015-11-20,Consumer,33197
100322,Kenneth,Hughes,8070 Lamb Pkwy,Las Vegas,NV,89101,702-555-4811,kenneth.hughes21@gmail.com,2020-07-03,Consumer,54354
100323,Daniel,Adams,5133 Canyon Pkwy,Summerlin,NV,89135,725-555-8635,daniel.adams62@icloud.com,2022-07-14,Enterprise,2434
100324,Jeffrey,Johnson,2712 Bonanza St,Henderson,NV,89011,725-555-1626,jeffrey.johnson23@outlook.com,2023-12-19,Consumer,57037
100325,Scott,Ford,3687 Centennial Pkwy,Las Vegas,NV,89119,725-555-2008,scott.ford91@gmail.com,2021-07-01,Consumer,6894
100326,Benjamin,Martinez,6570 Flamingo Dr,Las Vegas,NV,89117,702-555-3843,benjamin.martinez38@outlook.com,2021-07-31,Consumer,17887
100327,Taylor,Diaz,7964 Stephanie Way,Las Vegas,NV,89101,702-555-5702,taylor.diaz31@yahoo.com,2020-10-17,SMB,35805
100328,Donald,Ford,6097 Sunset Dr,Las Vegas,NV,89101,725-555-3371,donald.ford46@gmail.com,2019-04-01,SMB,6392
100329,Natalie,Cole,1384 Gibson Ct,Las Vegas,NV,89119,702-555-4898,natalie.cole10@gmail.com,2015-02-28,Enterprise,15809
100330,Matthew,Morgan,1896 Pecos Pkwy,Summerlin,NV,89135,725-555-2734,matthew.morgan14@gmail.com,2023-10-19,Consumer,27701
100331,Jacob,Smith,5921 Losee Pkwy,North Las Vegas,NV,89031,725-555-2066,jacob.smith5@icloud.com,2018-01-08,Consumer,58185
100332,Adam,Gutierrez,1603 Canyon Way,Las Vegas,NV,89119,725-555-6497,adam.gutierrez95@gmail.com,2017-03-31,SMB,39082
100333,Kyle,Herrera,657 Nellis Ave,Henderson,NV,89052,725-555-5692,kyle.herrera35@gmail.com,2019-08-02,Consumer,37461
100334,Jessica,Barnes,804 Cheyenne Way,Summerlin,NV,89135,702-555-8092,jessica.barnes80@icloud.com,2023-12-08,SMB,4605
100335,Ryan,Patterson,8835 Ann Blvd,Henderson,NV,89011,725-555-1704,ryan.patterson19@yahoo.com,2023-10-05,Consumer,44086
100336,Elizabeth,Hill,4262 Boulder Ct,Las Vegas,NV,89119,725-555-8799,elizabeth.hill18@yahoo.com,2015-08-15,Consumer,34184
100337,Amanda,Turner,4310 Mojave Blvd,Summerlin,NV,89135,725-555-4392,amanda.turner49@icloud.com,2020-12-05,SMB,27138
100338,Steven,Watson,3455 Horizon Ave,Paradise,NV,89109,702-555-6176,steven.watson14@gmail.com,2023-09-06,Consumer,10931
100339,Stephen,Torres,1916 Cheyenne Ln,Henderson,NV,89011,702-555-3689,stephen.torres49@yahoo.com,2022-01-22,SMB,1949
100340,Jason,Parker,729 Eastern Rd,Paradise,NV,89109,702-555-5555,jason.parker8@icloud.com,2024-01-12,Enterprise,43646
100341,Jordan,Parker,3198 Cactus St,Henderson,NV,89011,725-555-2184,jordan.parker35@yahoo.com,2019-02-07,Consumer,59887
100342,Richard,West,428 Durango Pkwy,Las Vegas,NV,89101,702-555-2053,richard.west21@outlook.com,2016-04-02,Consumer,5899
100343,Deborah,Moreno,8715 Windmill Ct,Las Vegas,NV,89117,725-555-9645,deborah.moreno93@outlook.com,2019-09-19,Consumer,8135
100344,Angela,Anderson,924 Carey Dr,North Las Vegas,NV,89031,725-555-1072,angela.anderson57@icloud.com,2021-08-07,SMB,42023
100345,Susan,Phillips,4403 Carey Way,Las Vegas,NV,89119,702-555-8482,susan.phillips20@icloud.com,2015-01-01,Enterprise,31938
100346,Andrew,Collins,4297 Durango Ct,Las Vegas,NV,89119,702-555-5142,andrew.collins83@outlook.com,2019-12-29,Consumer,22352
100347,Ashley,Harris,1417 Hualapai Dr,Henderson,NV,89052,702-555-9179,ashley.harris23@outlook.com,2019-12-08,Consumer,8992
100348,Michael,Martin,5495 Flamingo Ave,Las Vegas,NV,89119,702-555-3053,michael.martin57@hotmail.com,2019-04-05,Enterprise,56887
100349,Barbara,Long,2145 Canyon Way,Las Vegas,NV,89101,702-555-1485,barbara.long40@outlook.com,2016-07-15,Consumer,4669
100350,Adam,Murphy,4864 Alta Way,Henderson,NV,89011,725-555-1657,adam.murphy4@yahoo.com,2015-02-22,Consumer,21986
100351,Pamela,Evans,9861 Rainbow Dr,Las Vegas,NV,89119,702-555-9920,pamela.evans3@hotmail.com,2019-12-15,Consumer,1516
100352,Samantha,Gutierrez,347 Grand Rd,Las Vegas,NV,89117,725-555-3787,samantha.gutierrez11@yahoo.com,2024-01-01,Consumer,41283
100353,Jennifer,Fernandez,3927 Cactus Rd,Henderson,NV,89011,725-555-5128,jennifer.fernandez86@yahoo.com,2015-07-10,Consumer,55596
100354,Grace,Stewart,2454 Cactus Ave,North Las Vegas,NV,89031,702-555-7017,grace.stewart84@hotmail.com,2022-01-23,Consumer,47591
100355,Harold,Howard,5756 Durango Rd,Las Vegas,NV,89101,725-555-5735,harold.howard17@yahoo.com,2021-09-23,Enterprise,52908
100356,Andrew,Cook,2152 Alta Ct,Las Vegas,NV,89101,725-555-5842,andrew.cook71@yahoo.com,2015-03-12,Consumer,17941
100357,Laura,Allen,8443 Washington Way,Summerlin,NV,89135,725-555-2921,laura.allen86@yahoo.com,2018-10-10,Consumer,44045
100358,Justin,Jordan,9794 Losee Pkwy,Henderson,NV,89052,702-555-8767,justin.jordan25@icloud.com,2018-04-07,Consumer,41485
100359,Walter,Brown,4358 Rampart Way,Paradise,NV,89109,725-555-8443,walter.brown11@yahoo.com,2024-11-28,Consumer,57831
100360,Larry,Ramirez,4089 Horizon Way,Las Vegas,NV,89101,702-555-5435,larry.ramirez73@icloud.com,2020-11-07,Consumer,51457
100361,Omar,Parker,4867 Buffalo St,Las Vegas,NV,89117,725-555-6344,omar.parker23@icloud.com,2022-08-13,Consumer,8279
100362,James,Foster,1728 Maryland Dr,Paradise,NV,89109,725-555-8402,james.foster51@hotmail.com,2017-11-19,Consumer,50183
100363,Kenneth,Perry,1132 Mojave Rd,Las Vegas,NV,89119,725-555-6637,kenneth.perry32@hotmail.com,2024-04-29,SMB,16015
100364,Robert,Collins,5529 Springs Rd,Las Vegas,NV,89119,725-555-8405,robert.collins66@outlook.com,2019-03-31,Enterprise,6072
100365,Donald,Graham,2381 Charleston Rd,Paradise,NV,89109,725-555-1796,donald.graham51@gmail.com,2024-05-31,Consumer,52150
100366,Maria,Crawford,9553 Cactus Ln,Henderson,NV,89011,702-555-5022,maria.crawford8@outlook.com,2022-11-05,Enterprise,48921
100367,Priya,Moreno,8548 Silverado St,Las Vegas,NV,89101,725-555-3263,priya.moreno11@outlook.com,2019-03-23,Consumer,45308
100368,Helen,Murphy,884 Torrey Dr,Summerlin,NV,89135,725-555-6417,helen.murphy27@yahoo.com,2018-12-27,Consumer,16456
100369,Luis,Myers,6398 Cactus Rd,Paradise,NV,89109,702-555-3641,luis.myers99@gmail.com,2023-03-09,SMB,22537
100370,Emma,Freeman,7290 Rainbow Ave,Henderson,NV,89011,702-555-2180,emma.freeman85@gmail.com,2023-12-18,Consumer,9430
100371,Diego,Robinson,9574 Maryland Blvd,Las Vegas,NV,89117,702-555-8417,diego.robinson64@hotmail.com,2020-09-02,Consumer,42353
100372,Tyler,Morris,8081 Tropicana Ln,Las Vegas,NV,89119,702-555-3226,tyler.morris39@yahoo.com,2017-08-09,SMB,53676
100373,Angela,Johnson,5792 Tropicana Ave,North Las Vegas,NV,89031,725-555-8492,angela.johnson19@gmail.com,2018-06-29,SMB,48036
100374,Ronald,Kennedy,528 Apache Ln,Las Vegas,NV,89117,725-555-2764,ronald.kennedy2@hotmail.com,2018-11-30,Consumer,52855
100375,Dennis,Jimenez,5853 Alta Way,Summerlin,NV,89135,702-555-6903,dennis.jimenez89@yahoo.com,2024-09-26,Consumer,49235
100376,Ronald,Griffin,7787 Silverado Dr,Las Vegas,NV,89117,702-555-8663,ronald.griffin21@gmail.com,2023-10-02,SMB,12752
100377,Linda,Wood,302 Losee Ln,Paradise,NV,89109,702-555-8611,linda.wood98@hotmail.com,2018-01-20,SMB,52671
100378,Angela,Phillips,964 Russell Dr,Las Vegas,NV,89117,725-555-6480,angela.phillips86@hotmail.com,2015-05-15,SMB,9036
100379,Thomas,Walker,4049 Blue St,Las Vegas,NV,89101,725-555-2762,thomas.walker97@yahoo.com,2023-04-28,SMB,25068
100380,Rebecca,Rodriguez,633 Torrey Pkwy,Las Vegas,NV,89117,702-555-5552,rebecca.rodriguez26@yahoo.com,2016-05-11,SMB,39010
100381,Emily,Wood,6136 Sahara Ct,Henderson,NV,89011,725-555-1351,emily.wood34@gmail.com,2019-11-06,Consumer,42984
100382,Susan,Sanchez,849 Decatur Ave,Paradise,NV,89109,725-555-6984,susan.sanchez93@gmail.com,2022-08-12,SMB,29770
100383,Kenneth,Hayes,3215 Tropicana Ct,North Las Vegas,NV,89031,702-555-6337,kenneth.hayes88@outlook.com,2017-08-29,SMB,47096
100384,Steven,Jones,579 Losee St,Las Vegas,NV,89119,725-555-5147,steven.jones53@outlook.com,2023-04-19,SMB,11107
100385,Keith,Freeman,986 Gibson Pkwy,Las Vegas,NV,89101,725-555-2655,keith.freeman32@gmail.com,2022-02-15,SMB,54179
100386,Raymond,Rivera,5532 Fort Ave,Henderson,NV,89052,702-555-5877,raymond.rivera86@hotmail.com,2023-06-10,SMB,35658
100387,Elizabeth,Ruiz,1783 Buffalo Ct,Las Vegas,NV,89119,725-555-1383,elizabeth.ruiz69@hotmail.com,2024-10-28,Consumer,47033
100388,Carlos,Cooper,9549 Mojave Dr,Paradise,NV,89109,725-555-4850,carlos.cooper41@gmail.com,2015-12-22,Consumer,25313
