account_id,customer_name,ship_address,ship_city,ship_state,ship_zip,email,contact_phone,order_count,last_order,item_category,order_amount
500182,Cynthia Cole,959 Sandhill St,Summerlin,NV,89135,cynthia.cole89@gmail.com,(725) 555-5023,1,2025-09-22,Tablet,1179.14
500183,Sandra Wood,2801 Decatur Street,Summerlin,NV,89135,sandra.wood58@yahoo.com,(725) 555-1186,1,2024-03-24,Accessory,32.08
500184,Scott Barnes,6086 Apache Lane,Summerlin,NV,89135,scott.barnes49@gmail.com,(702) 555-6220,1,2024-01-18,Accessory,20.24
500185,Stephen Johnson,3319 Eastern Dr,Henderson,NV,89011,stephen.nelson87@icloud.com,(702) 555-4392,1,2025-10-09,Tablet,1112.39
500186,Joshua Young,228 Hualapai St,Summerlin,NV,89135,joshua.young79@yahoo.com,(702) 555-6524,1,2024-06-12,Software,389.98
500187,Diego Morgan,4123 Maryland Ln,Las Vegas,NV,89117,diego.morgan90@hotmail.com,(725) 555-7403,1,2024-04-28,Laptop,2320.43
500188,Larry Aguilar,4025 Durango St,Henderson,NV,89011,larry.aguilar51@yahoo.com,(725) 555-3397,1,2024-06-28,Desktop,1170.47
500189,Susan Sanchez,849 Decatur Avenue,Paradise,NV,89109,susan.sanchez93@gmail.com,(725) 555-6984,1,2024-08-17,Desktop,2178.21
500190,Henry Hall,5133 Russell Way,Henderson,NV,89011,henry.hall73@gmail.com,(702) 555-9649,1,2025-10-16,Desktop,929.93
500191,Maria Patterson,2779 Silverado Ct,Las Vegas,NV,89119,maria.fisher49@outlook.com,(702) 555-3952,1,2024-03-08,Laptop,1995.7
500192,Douglas Martinez,3469 Tropicana Lane,North Las Vegas,NV,89031,douglas.martinez97@outlook.com,(702) 555-4634,1,2024-08-04,Software,483.52
500193,Jason Marshall,9274 Canyon Pkwy Ste 101,Henderson,NV,89052,jason.marshall45@hotmail.com,(702) 555-7105,7,2025-09-22,Tablet,625.5
500194,Harold Smith,7065 Horizon Way Apt 2,Las Vegas,NV,89117,harold.smith82@hotmail.com,(702) 555-3740,1,2025-06-12,Desktop,1276.6
500195,Nathalie Coleman,3334 Owens Way,Henderson,NV,89011,natalie.coleman98@hotmail.com,(702) 555-5086,1,2025-08-11,Laptop,2206.11
500196,Eric Cole,2725 Charleston St,Las Vegas,NV,89101,eric.cole89@yahoo.com,(702) 555-3280,5,2024-02-12,Laptop,961.09
500197,Paul Lewis,129 Losee Blvd,Summerlin,NV,89135,paul.lewis23@outlook.com,(702) 555-2775,1,2024-01-08,Printer,492.73
500198,Charles Evans,6610 Diamond Ct,Henderson,NV,89011,charles.evans95@hotmail.com,(725) 555-2283,1,2024-10-17,Software,425.97
500199,Jim Vasquez,2384 Durango Ct,Las Vegas,NV,89119,james.vasquez34@icloud.com,(725) 555-7365,1,2025-07-06,Laptop,1077.14
500200,Carlos Hayes,3485 Stephanie Way,North Las Vegas,NV,89031,carlos.hayes14@yahoo.com,(725) 555-6619,1,2024-02-14,Accessory,208.06
500201,Mark Kim,9387 Silverado Ct,Summerlin,NV,89135,mark.kim81@icloud.com,(702) 555-7792,1,2024-10-09,Printer,792.43
500202,Ethan Barnes,813 Charleston Rd Apt 21,Summerlin,NV,89135,ethan.barnes39@gmail.com,(702) 555-7096,1,2024-09-17,Laptop,1360.13
500203,Jerry Hall,8923 Craig Ct,Henderson,NV,89052,jerry.hall35@icloud.com,(725) 555-9322,1,2025-09-19,Monitor,426.29
500204,Linda Wood,302 Losee Ln,Paradise,NV,89109,linda.wood98@hotmail.com,(702) 555-8611,1,2024-03-23,Desktop,902.07
500205,Gray West,4834 Cactus Ct,Las Vegas,NV,89101,gary.west73@yahoo.com,(725) 555-8062,1,2024-02-29,Tablet,791.13
500206,Ben Adams,7815 Windmill Blvd,Henderson,NV,89052,benjamin.adams94@icloud.com,(702) 555-2051,1,2024-10-30,Warranty,256.38
500207,Jordan Harris,4626 Owens Pkwy Apt 7,Las Vegas,NV,89119,jordan.harris3@gmail.com,(702) 555-5693,1,2024-05-14,Monitor,297.58
500208,Donna Gray,1183 Hualapai Dr,Paradise,NV,89109,donna.gray61@icloud.com,(702) 555-1814,1,2024-11-12,Software,105.59
500209,Paul Fisher,9638 Carey St Apt 9,North Las Vegas,NV,89031,paul.fisher46@gmail.com,(725) 555-8255,1,2024-01-19,Tablet,659.85
500210,Juan Stuart,3244 Torrey St,Paradise,NV,89109,juan.stewart39@outlook.com,(702) 555-6759,1,2025-07-12,Software,340.24
500211,Ronald Jones,4331 Sandhill Ave,Las Vegas,NV,89119,ronald.jones17@outlook.com,(702) 555-4386,1,2024-12-26,Tablet,654.29
500212,Kenneth Garcia,9310 Craig Rd,Henderson,NV,89052,kenneth.garcia38@yahoo.com,(725) 555-1979,1,2024-09-08,Laptop,1267.4
500213,Carlos Reynolds,8788 Washington Dr,Henderson,NV,89052,carlos.reynolds2@outlook.com,(702) 555-4784,1,2024-05-29,Desktop,956.09
500214,Roger Wright,5622 Centennial Dr,Henderson,NV,89052,roger.wright20@hotmail.com,(725) 555-1461,1,2024-01-10,Printer,299.95
500215,Timothy Guzman,9244 Stephanie Way Apt 36,Henderson,NV,89011,timothy.guzman35@icloud.com,(725) 555-6581,1,2024-04-21,Accessory,194.1
500216,Jacob Guzman,8104 Washington Rd Apt 22,Paradise,NV,89109,jacob.guzman83@hotmail.com,(702) 555-1308,1,2025-09-02,Tablet,775.98
500217,Melissa Fernandez,6275 Rampart Ct,Las Vegas,NV,89101,melissa.fernandez6@yahoo.com,(702) 555-6682,1,2025-11-02,Laptop,1218.16
500218,Geoffrey Murray,2652 Decatur St,North Las Vegas,NV,89031,jeffrey.murray76@gmail.com,(725) 555-2825,1,2024-03-21,Desktop,844.26
500219,Diego Robinson,9300 Windmill Way,Las Vegas,NV,89117,diego.robinson64@hotmail.com,(702) 555-8417,1,2024-10-19,Accessory,95.71
500220,Kimberly Fernandez,6600 Grand Ct,North Las Vegas,NV,89031,kfernandez14@hotmail.com,(702) 555-5538,1,2025-11-19,Warranty,148.42
500221,Diane Garcia,7640 Sandhill Ln,Henderson,NV,89052,,,1,2024-12-10,Accessory,219.32
500222,Edward Chavez,6366 Flamingo Way,Paradise,NV,89109,edward.chavez65@yahoo.com,(725) 555-5400,1,2024-10-13,Accessory,194.27
500223,Jordan Graham,3706 Centennial Blvd,Las Vegas,NV,89117,jgraham86@yahoo.com,(725) 555-2363,1,2024-12-25,Printer,447.84
500224,John Miller,8475 Alta Dr Apt 8,Las Vegas,NV,89119,john.miller84@gmail.com,(702) 555-9737,1,2024-11-12,Tablet,343.1
500225,Taylor Walker,7477 Torrey Dr,Las Vegas,NV,89101,taylor.walker61@yahoo.com,(702) 555-2778,1,2025-09-22,Monitor,672.59
500226,Jack Browne,2006 Maryland Way,Las Vegas,NV,89117,jack.brown87@hotmail.com,(702) 555-7803,1,2025-07-06,Monitor,578.7
500227,Brenda Romero,1828 Springs Ln,Las Vegas,NV,89119,brenda.romero8@gmail.com,(702) 555-5554,1,2025-10-22,Warranty,448.95
500228,Amanda Griffin,7339 Rainbow St,Las Vegas,NV,89117,amanda.griffin58@yahoo.com,(702) 555-5255,1,2025-03-12,Tablet,710.7
500229,Frank Gomez,3498 Buffalo Avenue,Las Vegas,NV,89119,frank.gomez37@gmail.com,(725) 555-6769,1,2024-01-20,Monitor,184.04
500230,Nicholas Morris,345 Horizon Way,North Las Vegas,NV,89031,nicholas.morris90@hotmail.com,(702) 555-3159,1,2024-08-02,Tablet,606.13
500231,Carol Walker,9639 Centennial Ave,Henderson,NV,89011,carol.walker1@hotmail.com,(702) 555-7317,1,2025-06-13,Laptop,1288.83
500232,Deborah Reid,7926 Washington Pkwy,Summerlin,NV,89135,deborah.reed92@yahoo.com,(702) 555-4411,1,2025-12-09,Laptop,1247.31
500233,Gray Patterson,3820 Springs Blvd,North Las Vegas,NV,89031,gary.patterson91@gmail.com,(702) 555-4850,1,2024-11-18,Desktop,1248.54
500234,Emily Moreno,2211 Sunset Ave,Summerlin,NV,89135,emily.moreno89@gmail.com,(725) 555-2754,1,2024-04-05,Desktop,2036.93
500235,Douglas Butler,2974 Hualapai St Apt 11,Henderson,NV,89052,douglas.butler60@outlook.com,(702) 555-5466,1,2024-10-15,Warranty,411.5
500236,Carlos Torres,2598 Rampart Dr,Henderson,NV,89052,carlos.torres48@icloud.com,(725) 555-6240,1,2025-12-22,Printer,513.18
500237,Gregory Cooke,8915 Cactus Pkwy,North Las Vegas,NV,89031,gregory.cook22@outlook.com,(702) 555-7481,1,2024-05-26,Monitor,240.03
500238,Matt Williams,5741 Fort Ln,Henderson,NV,89011,matthew.williams40@icloud.com,(702) 555-1662,1,2024-10-13,Accessory,177.98
500239,Ronald Kennedy,528 Apache Ln Apt 33,Las Vegas,NV,89117,ronald.kennedy2@hotmail.com,(725) 555-2764,1,2025-10-20,Accessory,115.22
500240,Deborah Bennet,4831 Torrey Rd,Henderson,NV,89011,deborah.bennett86@outlook.com,(725) 555-4100,1,2025-06-14,Warranty,61.41
500241,David Miller,6154 Rainbow St,Henderson,NV,89052,david.miller14@yahoo.com,(725) 555-3883,1,2025-09-12,Tablet,615.56
500242,Mei Morgan,5995 Owens Ct,Henderson,NV,89052,mei.morgan2@hotmail.com,(725) 555-5853,1,2025-12-18,Accessory,200.53
500243,Aisha Webb,8277 Windmill St,North Las Vegas,NV,89031,aisha.johnson22@gmail.com,(725) 555-7323,1,2024-10-19,Software,475.46
500244,Geoffrey Campbell,7503 Nellis St,Henderson,NV,89052,jeffrey.campbell97@hotmail.com,(702) 555-5308,1,2024-01-10,Tablet,500.05
500245,Margaret Perry,3513 Mojave Ct,Las Vegas,NV,89101,margaret.perry86@hotmail.com,(702) 555-7450,1,2025-10-17,Printer,477.15
500246,Ryan Patterson,8835 Ann Boulevard,Henderson,NV,89011,ryan.patterson19@yahoo.com,(725) 555-1704,1,2025-06-06,Laptop,2323.73
500247,Ben Barnes,4178 Rampart Way Apt 33,Paradise,NV,89109,benjamin.barnes34@gmail.com,(725) 555-2722,1,2025-11-26,Tablet,878.67
500248,Kenneth Sanchez,3825 Boulder Rd Apt 27,Henderson,NV,89052,kenneth.sanchez66@yahoo.com,(725) 555-7715,1,2025-09-05,Warranty,277.93
500249,Nancy Fisher,769 Canyon St Apt 40,Paradise,NV,89109,nancy.fisher87@outlook.com,(702) 555-5048,1,2025-01-05,Printer,337.96
500250,Ben Guzman,8175 Stephanie Way Apt 35,Henderson,NV,89052,benjamin.guzman51@hotmail.com,(725) 555-3746,1,2025-07-07,Warranty,165.02
500251,Raymond Patterson,6715 Stephanie Blvd,North Las Vegas,NV,89031,raymond.patterson30@yahoo.com,(725) 555-6281,1,2025-10-29,Accessory,112.54
500252,Juan Patel,1080 Nellis St Apt 6,Henderson,NV,89011,juan.patel2@outlook.com,(702) 555-6141,1,2025-07-25,Printer,775.98
500253,Amy Howard,4821 Centennial Ct Apt 13,Henderson,NV,89011,amy.howard5@hotmail.com,(725) 555-8235,1,2024-11-22,Laptop,1721.73
500254,Janet Allen,2585 Apache Ln,Paradise,NV,89109,janet.allen25@hotmail.com,(725) 555-6462,1,2025-01-28,Software,198.22
500255,Adam Tran,6543 Russell Ln,Las Vegas,NV,89117,adam.tran88@hotmail.com,(725) 555-7298,1,2024-09-14,Accessory,24.61
500256,Amy Chavez,3736 Durango St,Las Vegas,NV,89117,amy.chavez3@gmail.com,(702) 555-8118,1,2025-05-06,Warranty,276.71
500257,Margaret Stevens,3041 Blue St,Las Vegas,NV,89101,,(725) 555-6317,1,2024-11-18,Tablet,1169.76
500258,Donald Ramos,6884 Ann Pkwy Apt 26,Las Vegas,NV,89119,donald.ramos58@hotmail.com,(702) 555-8349,1,2025-12-10,Software,91.62
500259,Jessica Baker,6134 Windmill Ln,Summerlin,NV,89135,jessica.baker57@yahoo.com,(702) 555-9879,1,2025-03-13,Software,263.94
500260,Rick West,160 Russell Ln,Las Vegas,NV,89101,richard.west21@outlook.com,(702) 555-2053,1,2024-06-22,Desktop,1631.94
500261,John Reid,530 Cheyenne Blvd,Henderson,NV,89011,john.reed58@hotmail.com,(725) 555-7582,1,2025-09-09,Laptop,1002.98
500262,George Romero,7318 Hualapai Ct,North Las Vegas,NV,89031,george.romero92@outlook.com,(702) 555-4332,1,2025-03-17,Warranty,225.45
500263,Jerry Alvarez,5052 Losee Blvd,Paradise,NV,89109,jerry.alvarez81@outlook.com,(702) 555-4866,1,2025-10-22,Software,96.98
500264,Cathleen Johnson,540 Russell St,North Las Vegas,NV,89031,kathleen.johnson87@icloud.com,(725) 555-1328,1,2024-11-05,Tablet,744.27
500265,Angela Green,455 Grand Pkwy,Henderson,NV,89052,angela.carter8@gmail.com,(702) 555-5345,1,2024-06-06,Laptop,2374.46
500266,Stephen Alvarez,6069 Sahara St,North Las Vegas,NV,89031,stephen.alvarez54@outlook.com,(702) 555-1503,7,2024-12-31,Software,268.38
500267,Roger Morris,1033 Losee Dr,Las Vegas,NV,89117,roger.morris65@gmail.com,(725) 555-6304,1,2024-04-24,Software,126.8
500268,Aisha Bailey,6430 Durango Dr Apt 27,Las Vegas,NV,89119,aisha.bailey29@icloud.com,(702) 555-8190,1,2024-10-10,Desktop,1831.57
500269,Helen Chavez,5008 Jones Pkwy,Paradise,NV,89109,helen.chavez38@icloud.com,(725) 555-4937,1,2024-07-11,Tablet,928.51
500270,Adam Stuart,6119 Diamond Dr,Henderson,NV,89052,adam.stewart65@outlook.com,(725) 555-7703,1,2025-03-24,Software,165.52
500271,Ryan Gonzalez,5981 Grand Blvd,Summerlin,NV,89135,ryan.gonzalez58@outlook.com,(725) 555-8005,1,2025-07-21,Desktop,1699.28
500272,Mike Martin,5495 Flamingo Ave,Las Vegas,NV,89119,michael.martin57@hotmail.com,(702) 555-3053,1,2025-06-18,Printer,787.43
500273,Erik Clark,2936 Jones Rd Apt 8,Las Vegas,NV,89117,eric.clark13@hotmail.com,(725) 555-6642,1,2025-02-16,Printer,190.7
500274,Alex Perez,7259 Carey Street,Summerlin,NV,89135,alexander.perez12@icloud.com,(725) 555-1605,1,2024-12-14,Warranty,361.09
500275,Walter Campbell,1142 Centennial Blvd,North Las Vegas,NV,89031,walter.campbell48@gmail.com,(702) 555-8949,1,2025-07-05,Desktop,1562.6
500276,Barbara Long,2145 Canyon Way,Las Vegas,NV,89101,barbara.long40@outlook.com,(702) 555-1485,1,2024-11-07,Software,286.35
500277,Steven Jones,579 Losee St,Las Vegas,NV,89119,steven.jones53@outlook.com,(725) 555-5147,1,2025-10-29,Accessory,30.66
500278,Becky Diaz,6489 Warm Lane,Paradise,NV,89109,rebecca.diaz86@yahoo.com,(702) 555-1200,1,2025-02-14,Tablet,576.13
500279,Barbara Barnes,9480 Silverado Pkwy,Paradise,NV,89109,barbara.barnes19@icloud.com,(725) 555-8212,1,2025-03-15,Laptop,2565.9
500280,Ashley Philips,9614 Hualapai Pkwy Apt 19,Las Vegas,NV,89119,ashley.phillips54@outlook.com,(725) 555-5784,1,2024-11-23,Monitor,295.66
500281,Carl Ward,1015 Blue Blvd,Henderson,NV,89011,carl.ward86@gmail.com,(702) 555-9267,7,2025-01-04,Laptop,1801.72
500282,Jason Marshall,9274 Canyon Pkwy Ste 103,Henderson,NV,89052,jason.marshall45@hotmail.com,(702) 555-7105,7,2025-05-28,Desktop,2142.12
500283,Edward Roberts,5177 Ann Pkwy,North Las Vegas,NV,89031,edward.roberts13@gmail.com,(725) 555-8950,1,2024-01-27,Tablet,817.57
500284,Erik Cook,1120 Flamingo Ave Apt 33,Henderson,NV,89052,eric.cook51@yahoo.com,(725) 555-3825,1,2024-03-14,Accessory,133.5
500285,Amanda Clark,8939 Centennial Dr,North Las Vegas,NV,89031,amanda.murphy44@yahoo.com,(702) 555-2340,1,2024-12-19,Warranty,220.23
500286,Christine Nguyen,5161 Craig Pkwy,North Las Vegas,NV,89031,christine.nguyen95@gmail.com,(725) 555-6547,1,2024-08-24,Laptop,1803.43
500287,Sandra Bennett,253 Nellis Ln,Las Vegas,NV,89119,sandra.bennett17@hotmail.com,(702) 555-1634,1,2024-09-12,Software,219.61
500288,Diego Reyes,808 Fort Dr,Paradise,NV,89109,diego.reyes62@hotmail.com,(725) 555-6999,1,2024-03-08,Monitor,461.19
500289,George Simmons,7543 Diamond Rd,Paradise,NV,89109,george.simmons53@hotmail.com,(702) 555-1397,1,2024-07-06,Monitor,350.96
500290,Nicole Powell,530 Rainbow Ln,Summerlin,NV,89135,nicole.powell64@hotmail.com,(725) 555-8228,1,2025-06-16,Desktop,2098.05
500291,Janet Woods,6091 Lamb St,Henderson,NV,89011,janet.woods55@gmail.com,(725) 555-3467,1,2024-05-22,Desktop,1720.09
500292,Nathan Sanchez,4358 Torrey Dr,Paradise,NV,89109,nathan.sanchez53@yahoo.com,(725) 555-8027,1,2024-06-22,Accessory,179.01
500293,Sarah Ramos,272 Washington Pkwy,Henderson,NV,89052,sarah.ramos98@yahoo.com,(725) 555-7204,1,2024-08-01,Accessory,70.22
500294,Zachary Wilson,3695 Apache Ave,Henderson,NV,89052,zachary.wilson58@gmail.com,(725) 555-8751,1,2025-01-16,Printer,638.65
500295,Samantha Jenkins,2214 Windmill Ln,Henderson,NV,89011,samantha.jenkins75@hotmail.com,(702) 555-1244,1,2024-08-06,Desktop,1286.09
500296,Kathleen Carter,5694 Sahara Blvd,Henderson,NV,89052,kathleen.carter80@hotmail.com,(725) 555-2137,1,2025-11-19,Desktop,1941.97
500297,Heather Flores,6134 Owens Way,North Las Vegas,NV,89031,heather.flores65@outlook.com,(702) 555-8435,1,2025-07-30,Tablet,570.54
500298,Dennis Long,6705 Flamingo Way,North Las Vegas,NV,89031,dennis.tran26@yahoo.com,(725) 555-6154,1,2025-10-17,Laptop,2413.54
500299,Fatima Butler,1347 Russell Rd,North Las Vegas,NV,89031,fatima.butler69@yahoo.com,(702) 555-2331,1,2025-01-31,Warranty,410.26
500300,Patrick White,4945 Stephanie Ct,Las Vegas,NV,89101,pwhite6@gmail.com,(725) 555-5654,1,2025-07-13,Tablet,710.87
500301,Melissa Harrison,1703 Buffalo Blvd,Paradise,NV,89109,melissa.harrison89@gmail.com,(725) 555-6814,1,2024-01-06,Accessory,153.49
500302,Emily Reid,4609 Buffalo Way,Las Vegas,NV,89117,emily.reed12@yahoo.com,(702) 555-4248,1,2024-08-23,Printer,482.23
500303,Zachary Bailey,4445 Diamond Rd Apt 29,North Las Vegas,NV,89031,zachary.bailey99@yahoo.com,(702) 555-9084,1,2024-08-06,Accessory,144.75
500304,Emily Mitchell,2212 Sandhill Ave,Las Vegas,NV,89119,emily.mitchell71@gmail.com,(725) 555-6466,1,2025-06-17,Tablet,397.78
500305,Andrew Patel,6332 Horizon Rd,Summerlin,NV,89135,andrew.patel78@outlook.com,(702) 555-4195,1,2024-05-13,Warranty,89.44
500306,Samuel Burns,8841 Silverado Pkwy,Las Vegas,NV,89117,samuel.burns56@hotmail.com,(725) 555-4198,1,2024-03-25,Printer,466.85
500307,Carlos Wright,1189 Cactus Way,Henderson,NV,89011,carlos.wright94@outlook.com,(702) 555-3721,1,2025-08-05,Desktop,1295.24
500308,Kenneth West,1774 Cactus Ln,Henderson,NV,89052,kenneth.west63@hotmail.com,(725) 555-3023,1,2024-04-13,Desktop,1568.98
500309,Tony Mendoza,3335 Pecos Ln Apt 20,North Las Vegas,NV,89031,anthony.mendoza74@outlook.com,(725) 555-8936,1,2025-11-20,Printer,586.33
500310,Anna Fisher,1505 Eastern Pkwy,North Las Vegas,NV,89031,anna.fisher4@outlook.com,(702) 555-9765,1,2024-12-20,Printer,772.94
500311,Nathan Ortiz,2730 Rampart Pkwy,Las Vegas,NV,89101,nathan.ortiz84@icloud.com,(725) 555-6086,4,2024-08-12,Warranty,170.28
500312,Priya Castillo,1526 Gibson Way Apt 26,Las Vegas,NV,89119,priya.castillo82@outlook.com,(725) 555-5455,1,2024-08-29,Tablet,487.63
500313,Justin Hamilton,7672 Ann Pkwy,Henderson,NV,89011,justin.hamilton56@hotmail.com,(702) 555-8574,1,2025-10-10,Printer,680.27
500314,Emma Long,706 Canyon Ct,Henderson,NV,89052,emma.long73@icloud.com,(725) 555-2442,1,2024-06-05,Software,94.37
500315,Stephen Alvarez,8829 Maryland St,North Las Vegas,NV,89031,stephen.alvarez54@outlook.com,(702) 555-1503,7,2024-03-06,Tablet,1103.12
500316,Tony Butler,6629 Charleston Ave,Las Vegas,NV,89101,anthony.butler50@icloud.com,(702) 555-4998,1,2024-08-30,Monitor,516.07
500317,Helen Ellis,2509 Pecos Blvd,Las Vegas,NV,89119,helen.ellis73@outlook.com,(702) 555-5530,1,2025-01-07,Desktop,717.33
500318,Melissa Herrera,8296 Cheyenne Way,Las Vegas,NV,89117,melissa.herrera5@hotmail.com,(725) 555-3881,1,2024-09-15,Laptop,2104.57
500319,Edward Wood,1862 Fort Ct Apt 3,Henderson,NV,89011,edward.wood66@outlook.com,(702) 555-4135,1,2024-07-26,Software,210.28
500320,Heather Jordan,4624 Lamb Way,Summerlin,NV,89135,heather.jordan64@yahoo.com,(725) 555-6227,1,2024-01-14,Tablet,403.24
500321,Jeffrey Marshall,6189 Eastern Ln,Henderson,NV,89052,jeffrey.marshall22@yahoo.com,(702) 555-3951,1,2025-01-11,Monitor,449.6
500322,George Mitchell,5523 Torrey Pkwy,Las Vegas,NV,89119,george.wells32@yahoo.com,(725) 555-1629,1,2025-08-05,Tablet,699.55
500323,Jordan Graham,3658 Charleston St,Las Vegas,NV,89101,jordan.graham14@gmail.com,(702) 555-3938,1,2024-03-05,Monitor,410.63
500324,Christopher Flores,8760 Canyon St,Summerlin,NV,89135,christopher.flores25@yahoo.com,(725) 555-2199,1,2024-10-27,Software,317.91
500325,Jack Wilson,1197 Decatur Way Apt 24,Summerlin,NV,89135,jack.wilson25@yahoo.com,(702) 555-6511,1,2025-07-23,Printer,388.45
500326,Deborah Moreno,8715 Windmill Ct Apt 38,Las Vegas,NV,89117,deborah.moreno93@outlook.com,(725) 555-9645,1,2025-05-12,Monitor,331.07
500327,Daniel Walker,1744 Sahara Way,Henderson,NV,89052,daniel.walker25@hotmail.com,(725) 555-4448,1,2025-01-26,Laptop,901.21
500328,Raymond Mendoza,9646 Boulder Ct,Las Vegas,NV,89117,raymond.mendoza19@gmail.com,(702) 555-8643,1,2025-08-31,Tablet,1192.38
500329,Diego Nielsen,726 Maryland Avenue,Henderson,NV,89052,diego.nelson69@hotmail.com,(725) 555-8180,1,2024-05-01,Desktop,1162.61
500330,Gregory Wood,1326 Stephanie St,Las Vegas,NV,89119,gregory.burns8@icloud.com,(725) 555-5594,1,2025-05-05,Laptop,1048.96
500331,Barbara Hill,5522 Torrey St,Summerlin,NV,89135,barbara.hill83@gmail.com,(725) 555-3729,1,2025-06-18,Warranty,431.03
500332,Jack Bryant,8777 Ann Ln,North Las Vegas,NV,89031,jack.bryant2@hotmail.com,(725) 555-3029,1,2024-08-16,Software,155.47
500333,Kate Sanders,1734 Pecos Road,Henderson,NV,89011,katherine.sanders56@yahoo.com,(725) 555-1603,1,2024-10-23,Printer,334.5
500334,Alex Roberts,5319 Cheyenne Blvd Apt 31,Paradise,NV,89109,alexander.roberts75@icloud.com,(725) 555-9186,1,2025-06-02,Warranty,83.01
500335,Joe Bailey,4605 Sunset Pkwy,Las Vegas,NV,89119,joseph.bailey61@gmail.com,(725) 555-4204,1,2024-11-09,Warranty,403.1
500336,Betty Cox,1262 Gibson Blvd,Las Vegas,NV,89117,betty.cox82@hotmail.com,(725) 555-2556,1,2025-10-19,Printer,486.66
500337,Ben Ruiz,6753 Sunset Ct,Las Vegas,NV,89101,benjamin.ruiz70@icloud.com,(702) 555-8471,1,2024-08-28,Tablet,1123.74
500338,Angela Simmons,916 Canyon Ave Apt 28,Las Vegas,NV,89101,angela.simmons42@gmail.com,(702) 555-6566,1,2024-06-05,Warranty,210.62
500339,Nicholas Kim,1647 Canyon Blvd,Henderson,NV,89052,nicholas.romero84@hotmail.com,(702) 555-4334,1,2024-04-09,Software,246.54
500340,Helen Murphy,884 Torrey Dr,Summerlin,NV,89135,helen.murphy27@yahoo.com,(725) 555-6417,1,2024-06-08,Tablet,425.49
500341,Eric Cole,6395 Sunset Ave,Las Vegas,NV,89101,eric.cole89@yahoo.com,(702) 555-3280,5,2024-01-25,Laptop,1859.14
500342,Jack Scott,5124 Blue Dr,Las Vegas,NV,89117,jack.torres85@icloud.com,(702) 555-5326,1,2024-06-15,Warranty,161.51
500343,Tyler Hughes,5493 Blue Ln,Las Vegas,NV,89119,tyler.hughes37@gmail.com,(725) 555-3946,1,2025-02-09,Desktop,2144.02
500344,Tom Hill,771 Rainbow Dr,Summerlin,NV,89135,thomas.hill51@gmail.com,(725) 555-9573,1,2024-03-08,Desktop,875.83
500345,Amy Castillo,2236 Hualapai St Apt 2,Henderson,NV,89011,amy.castillo35@icloud.com,(702) 555-8128,1,2025-06-09,Printer,294.16
500346,Jen Fernandez,3927 Cactus Rd Apt 1,Henderson,NV,89011,jennifer.fernandez86@yahoo.com,(725) 555-5128,1,2025-01-11,Tablet,1071.59
500347,Dennis Nguyen,4796 Sahara Ave,Summerlin,NV,89135,dennis.nguyen76@icloud.com,(725) 555-2339,1,2024-04-23,Tablet,732.08
500348,Samuel Lee,7370 Canyon Ave,Henderson,NV,89011,samuel.lee18@gmail.com,(725) 555-6791,1,2025-05-08,Printer,188.74
500349,Omar Parker,4867 Buffalo St,Las Vegas,NV,89117,omar.parker23@icloud.com,(725) 555-6344,1,2025-03-09,Printer,384.89
500350,Patricia Alexander,6978 Gibson Ln,Las Vegas,NV,89117,patricia.alexander82@outlook.com,(702) 555-7195,1,2024-12-06,Tablet,393.55
500351,Donald Reynolds,9241 Flamingo Ln,Henderson,NV,89011,donald.reyes76@hotmail.com,(725) 555-5535,1,2024-03-15,Warranty,207.75
500352,Robert Meyers,2420 Fort Way,Las Vegas,NV,89119,robert.myers37@gmail.com,(725) 555-8115,1,2024-05-21,Tablet,542.29
500353,Hannah Howard,159 Tropicana Dr,Paradise,NV,89109,hhoward4@hotmail.com,(725) 555-6020,1,2024-11-23,Laptop,2037.23
500354,Becky Medina,3677 Alta St,Las Vegas,NV,89101,rebecca.medina26@icloud.com,(725) 555-2773,1,2024-05-15,Monitor,182.42
500355,Jason Marshall,9274 Canyon Pkwy Ste 100,Henderson,NV,89052,jason.marshall45@hotmail.com,(702) 555-7105,7,2024-10-12,Warranty,337.49
500356,Anthony Hill,9469 Windmill Ln,Henderson,NV,89011,anthony.hill77@outlook.com,(725) 555-7349,1,2024-01-08,Tablet,723.79
500357,Christine Rogers,8984 Sahara Pkwy,Summerlin,NV,89135,christine.rogers16@icloud.com,(725) 555-3918,1,2024-11-26,Monitor,596.01
500358,Stephen Alvarez,7756 Cactus Ct Ste 106,North Las Vegas,NV,89031,stephen.alvarez54@outlook.com,(702) 555-1503,7,2024-05-09,Monitor,204.01
500359,Nathalie Hill,8286 Silverado Ln,Las Vegas,NV,89119,natalie.hill48@gmail.com,(702) 555-6208,1,2025-02-07,Software,228.86
500360,Christine Woods,6091 Lamb St,Henderson,NV,89011,christine.mendoza56@outlook.com,(725) 555-3467,1,2025-05-18,Software,33.83
500361,Michael Cole,8918 Decatur Rd Apt 29,Las Vegas,NV,89101,michael.cole61@icloud.com,(702) 555-1190,1,2024-06-15,Desktop,705.77
500362,Barbara Harris,8715 Stephanie Ct Apt 2,Summerlin,NV,89135,barbara.harris96@gmail.com,(702) 555-8392,1,2025-09-16,Printer,308.39
500363,Matthew Guzman,8726 Cactus Dr,Las Vegas,NV,89117,matthew.guzman66@outlook.com,(725) 555-7414,1,2025-04-02,Tablet,715.73
